CODICE_UNITA_UG;CODICE_FISCALE;RAGIONE_SOCIALE;DESC_FG;FG;CODICE_REG
742119;92000450582;ISTITUTO NAZIONALE PER LA VALUTAZIONE DEL SISTEMA EDUCATIVO DI ISTRUZIONE E DI FORMAZIONE - INVALSI;Istituto o ente pubblico di ricerca;2711;12
743295;92002800149;COMUNITA' MONTANA VALTELLINA DI TIRANO;Comunita' montana o isolana;2440;03
745308;92007300608;COMUNE DI MOROLO;Comune;2430;12
745653;92008370709;UNIVERSITA' DEGLI STUDI DEL MOLISE;Universita' pubblica;2620;14
746659;92013170136;AMMINISTRAZIONE PROVINCIALE DI LECCO;Provincia;2420;03
747991;92024600923;AGENZIA REGIONALE 'SARDEGNA RICERCHE';Altro ente pubblico non economico locale;2791;20
749325;92503940154;PARCO REGIONALE ADDA SUD;Ente parco;2751;03
754625;93088340232;ISTITUTI CIVICI DI SERVIZIO SOCIALE - I.C.I.S.S.-;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;05
759485;95001660166;COMUNE DI COSTA DI MEZZATE;Comune;2430;03
78407;00405070129;COMUNE DI LAVENA PONTE TRESA;Comune;2430;03
79152;00409320215;COMUNE DI RASUN ANTERSELVA;Comune;2430;04
79624;00412580243;COMUNE DI LONIGO;Comune;2430;05
79735;00413370206;COMUNE DI ACQUANEGRA SUL CHIESE;Comune;2430;03
79864;00414190231;COMUNE DI SAN ZENO DI MONTAGNA;Comune;2430;05
79932;00414580183;COMUNE DI BASCAPE';Comune;2430;03
80007;00415090240;COMUNE DI LONGARE;Comune;2430;05
80320;00417080132;COMUNE DI OLGIATE COMASCO;Comune;2430;03
80429;00417870540;COMUNE DI NOCERA UMBRA;Comune;2430;10
80773;00419930235;COMUNE DI GARDA;Comune;2430;05
80790;00420010480;COMUNE DI SESTO FIORENTINO;Comune;2430;09
81057;00421580374;COMUNE DI MEDICINA;Comune;2430;08
81084;00421700030;COMUNE DI PIEVE VERGONTE;Comune;2430;01
81280;00422760033;COMUNE DI CRODO;Comune;2430;01
81372;00423370634;COMUNE DI META;Comune;2430;15
81375;00423390228;COMUNE DI CROVIANA;Comune;2430;04
81662;00425030830;COMUNE DI GALATI MAMERTINO;Comune;2430;19
41405;00224000430;COMUNE DI POLLENZA;Comune;2430;11
41443;00224110098;COMUNE DI CARCARE;Comune;2430;07
41491;00224310334;COMUNE DI PIOZZANO;Comune;2430;08
41495;00224320366;COMUNE DI SERRAMAZZONI;Comune;2430;08
41653;00224880765;COMUNE DI BELLA;Comune;2430;17
41765;00225310705;COMUNE DI TAVENNA;Comune;2430;14
41806;00225500123;COMUNE DI MONTEGRINO VALTRAVAGLIA;Comune;2430;03
41809;00225510122;COMUNE DI BRISSAGO-VALTRAVAGLIA;Comune;2430;03
41811;00225520121;COMUNE DI MESENZANA;Comune;2430;03
41852;00225690296;COMUNE DI CASTELGUGLIELMO;Comune;2430;05
41934;00226010395;COMUNE DI RIOLO TERME;Comune;2430;08
42304;00227410099;COMUNE DI BORGIO VEREZZI;Comune;2430;07
42320;00227480522;COMUNE DI MONTICIANO;Comune;2430;09
42336;00227550134;COMUNE DI ROVELLASCA;Comune;2430;03
42653;00228820643;COMUNE DI CAPOSELE;Comune;2430;15
42702;00229010061;COMUNE DI CASSINE;Comune;2430;01
42729;00229130331;COMUNE DI SAN GIORGIO PIACENTINO;Comune;2430;08
459415;02242320584;COMUNE DI GENZANO DI ROMA;Comune;2430;12
461176;02254070150;COMUNE DI AGRATE BRIANZA;Comune;2430;03
468448;02298490588;COMUNE DI POMEZIA;Comune;2430;12
470188;02310520156;COMUNE DI AICURZIO;Comune;2430;03
479007;02375100241;I.P.A.B. G. BISOGNIN SERVIZI SOCIO ASSISTENZIALI;Istituto pubblico di assistenza e beneficenza;2712;05
489004;02457650584;COMUNE DI MONTELIBRETTI;Comune;2430;12
490095;02467360240;CENTRO ANZIANI VILLA ALDINA;Istituto pubblico di assistenza e beneficenza;2712;05
493297;02493010587;COMUNE DI SAN GREGORIO DA SASSOLA;Comune;2430;12
495693;02512330586;COMUNE DI VALMONTONE;Comune;2430;12
502659;02591110586;COMUNE DI MORLUPO;Comune;2430;12
504473;02615970650;COMUNE DI BELLIZZI;Comune;2430;15
510053;02696630587;COMUNE DI TIVOLI;Comune;2430;12
514135;02773250580;COMUNE DI CIAMPINO;Comune;2430;12
514673;02784710580;COMUNE DI LANUVIO;Comune;2430;12
515336;02798850273;AZIENDA ULSS N.3 SERENISSIMA;Azienda o ente del servizio sanitario nazionale;2500;05
517105;02838140586;COMUNE DI GROTTAFERRATA;Comune;2430;12
518570;02866100155;COMUNE DI PADERNO DUGNANO;Comune;2430;03
520965;02910820584;COMUNE DI NETTUNO;Comune;2430;12
760733;95022910244;COMUNE DI DUEVILLE;Comune;2430;05
6831489;00274950468;COMUNE DI VIAREGGIO;Comune;2430;09
7521284;80035060328;SCUOLA INTERNAZIONALE SUPERIORE DI STUDI AVANZATI- SISSA;Universita' pubblica;2620;06
7529336;80126810581;ISTITUTO NAZIONALE DI ALTA MATEMATICA FRANCESCO SEVERI - INDAM;Istituto o ente pubblico di ricerca;2711;12
81945;00426650131;COMUNE DI GALBIATE;Comune;2430;03
82446;00429570542;COMUNE DI TREVI;Comune;2430;10
82527;00429940828;COMUNE DI ALIMENA;Comune;2430;19
82742;00431040229;COMUNE DI FAI DELLA PAGANELLA;Comune;2430;04
82812;00431410182;COMUNE DI RETORBIDO;Comune;2430;03
83059;00432770139;COMUNE DI ESINO LARIO;Comune;2430;03
83074;00432860831;COMUNE DI SAVOCA;Comune;2430;19
83077;00432870830;COMUNE DI ANTILLO;Comune;2430;19
83442;00434660130;COMUNE DI VENIANO;Comune;2430;03
83511;87000290830;COMUNE DI CASTELMOLA;Comune;2430;19
83787;00436320030;COMUNE DI LOREGLIA;Comune;2430;01
83865;00436640205;COMUNE DI CASTELLUCCHIO;Comune;2430;03
83944;00437020209;COMUNE DI MEDOLE;Comune;2430;03
84310;00438900201;COMUNE DI BAGNOLO SAN VITO;Comune;2430;03
84373;00439250358;COMUNE DI QUATTRO CASTELLA;Comune;2430;08
84602;00440610343;COMUNE DI COMPIANO;Comune;2430;08
94661;00493410583;AUTOMOBILE CLUB D ITALIA;Altro ente pubblico non economico nazionale;2790;12
42753;00229230602;COMUNE DI FERENTINO;Comune;2430;12
42823;00229520333;COMUNE DI PIANELLO VAL TIDONE;Comune;2430;08
42975;00230090870;COMUNE DI SANT'ALFIO;Comune;2430;19
43018;00230250334;COMUNE DI CASTELL'ARQUATO;Comune;2430;08
43023;00230280331;COMUNE DI GRAGNANO TREBBIENSE;Comune;2430;08
43094;00230610503;COMUNE DI VICOPISANO;Comune;2430;09
43137;00230810160;COMUNE DI TREVIGLIO;Comune;2430;03
43288;00231300526;COMUNE DI PIENZA;Comune;2430;09
43385;00231710682;COMUNE DI BUSSI SUL TIRINO;Comune;2430;13
43439;00231910514;COMUNE DI BUCINE;Comune;2430;09
43538;80025630650;COMUNE DI POSITANO;Comune;2430;15
43547;00232380212;COMUNE DI MARLENGO;Comune;2430;04
43554;00232410332;COMUNE DI CORTEMAGGIORE;Comune;2430;08
43663;00232910091;COMUNE DI SPOTORNO;Comune;2430;07
43664;00232910166;COMUNE DI DALMINE;Comune;2430;03
43740;00233230846;COMUNE DI MENFI;Comune;2430;19
43811;00233510692;COMUNE DI POLLUTRI;Comune;2430;13
43906;00233900646;COMUNE DI PIETRASTORNINA;Comune;2430;15
521910;02927790580;COMUNE DI MARINO;Comune;2430;12
522372;02937320154;COMUNE DI VANZAGHELLO;Comune;2430;03
522426;02938070154;COMUNE DI ARLUNO;Comune;2430;03
522595;02941420156;COMUNE DI SANTO STEFANO TICINO;Comune;2430;03
522771;02945080584;COMUNE DI VALLEPIETRA;Comune;2430;12
524267;02981700152;COMUNE DI CORNAREDO;Comune;2430;03
525430;03007620580;COMUNE DI MAZZANO ROMANO;Comune;2430;12
527613;03044240582;COMUNE DI CASTELNUOVO DI PORTO;Comune;2430;12
528899;03064000155;COMUNE DI PESSANO CON BORNAGO;Comune;2430;03
530380;03084880263;AZIENDA ULSS N.2 MARCA TREVIGIANA;Azienda o ente del servizio sanitario nazionale;2500;05
543841;03351920156;COMUNE DI VANZAGO;Comune;2430;03
544475;03366130155;COMUNE DI ARESE;Comune;2430;03
548575;03476900158;COMUNE DI MESERO;Comune;2430;03
548945;84500250158;COMUNE DI BORGHETTO LODIGIANO;Comune;2430;03
554473;03602230157;COMUNE DI CAMPARADA;Comune;2430;03
554682;03606860157;COMUNE DI NOSATE;Comune;2430;03
7547211;82001470234;ISTITUTO PER ANZIANI CASA DE BATTISTI;Istituto pubblico di assistenza e beneficenza;2712;05
7548178;82003050653;COMUNITA' MONTANA CALORE SALERNITANO;Comunita' montana o isolana;2440;15
7548334;82003330212;COMUNE DI TIROLO;Comune;2430;04
7551783;83003520224;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA SANTA MARIA CLES;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
10779445;83003910268;UNIONE MONTANA DEL GRAPPA;Unione di comuni;2450;05
11116152;00091920058;COMUNE DI VALFENERA;Comune;2430;01
11116154;00092580075;COMUNE DI EMARESE;Comune;2430;02
11116165;00094410560;COMUNE DI BAGNOREGIO;Comune;2430;12
11116167;00094910148;COMUNE DI POSTALESIO;Comune;2430;03
11116171;00095110078;COMUNE DI LA THUILE;Comune;2430;02
11116186;00097960116;COMUNE DI SANTO STEFANO DI MAGRA;Comune;2430;07
11116190;00098670144;COMUNE DI PEDESINA;Comune;2430;03
11116209;00101220077;COMUNE DI ETROUBLES;Comune;2430;02
11116252;00108350570;COMUNE DI MAGLIANO SABINA;Comune;2430;12
11116257;00109090571;COMUNE DI CONTIGLIANO;Comune;2430;12
11136146;80003690056;COMUNE DI MONTECHIARO D'ASTI;Comune;2430;01
11136170;80003790302;COMUNE DI TORREANO;Comune;2430;06
11136198;80003870781;COMUNE DI PATERNO CALABRO;Comune;2430;18
11136223;80003970938;COMUNE DI SESTO AL REGHENA;Comune;2430;06
11136226;80003990787;COMUNE DI MONGRASSANO;Comune;2430;18
11136241;80004050763;COMUNE DI VAGLIO BASILICATA;Comune;2430;17
11136256;80004110567;COMUNE DI FARNESE;Comune;2430;12
11136262;80004130300;COMUNE DI MOIMACCO;Comune;2430;06
11136276;80004190643;COMUNE DI MONTEFUSCO;Comune;2430;15
11136297;80004250447;COMUNE DI ROCCAFLUVIONE;Comune;2430;11
11136326;80004370641;COMUNE DI SIRIGNANO;Comune;2430;15
11136689;80005710761;COMUNE DI GUARDIA PERTICARA;Comune;2430;17
11136723;80005850617;COMUNE DI SANTA MARIA LA FOSSA;Comune;2430;15
11136752;80005990785;COMUNE DI BELSITO;Comune;2430;18
11136818;80006390241;COMUNE DI SOSSANO;Comune;2430;05
11136846;80006530309;COMUNE DI CODROIPO;Comune;2430;06
11136932;80006900072;COMUNE DI SAINT-RHEMY-EN-BOSSES;Comune;2430;02
178873;00913430245;AZIENDA ULSS N. 7 PEDEMONTANA;Azienda o ente del servizio sanitario nazionale;2500;05
189413;00962520110;AZIENDA SOCIOSANITARIA LIGURE 5;Azienda o ente del servizio sanitario nazionale;2500;07
215679;01083060085;AZIENDA SOCIOSANITARIA LIGURE 1;Azienda o ente del servizio sanitario nazionale;2500;07
225913;01127210217;FONDAZIONE PETER PAUL SCHROTT - APSP;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
348094;01647800745;AZIENDA SANITARIA LOCALE DI BRINDISI;Azienda o ente del servizio sanitario nazionale;2500;16
369489;01743420158;COMUNE DI ROZZANO;Comune;2430;03
458670;02237200239;CASA ASSISTENZA ANZIANI A. TOBLINI;Istituto pubblico di assistenza e beneficenza;2712;05
484182;02419170044;AZIENDA SANITARIA LOCALE CN2 ALBA-BRA;Azienda o ente del servizio sanitario nazionale;2500;01
489433;02461840262;ISTITUTO BON BOZZOLLA IPAB;Istituto pubblico di assistenza e beneficenza;2712;05
623888;05639170017;OPERA PIA FACCIO FRICHIERI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;01
124388;00659880231;COMUNE DI BOVOLONE;Comune;2430;05
67672;00343940839;COMUNE DI GIARDINI-NAXOS;Comune;2430;19
78776;00407150788;COMUNE DI TORTORA;Comune;2430;18
82510;00429870033;ISTITUTO GAUDENZIO DE PAGAVE- LA CITTADELLA DELL'ANZIANO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;01
101612;00530590249;CENTRO SERVIZI ASSISTENZIALI S.ANTONIO-CHIAMPO E ALTA VALLE;Istituto pubblico di assistenza e beneficenza;2712;05
7771;00084640838;COMUNE DI BARCELLONA POZZO DI GOTTO;Comune;2430;19
8028;00086680253;COMUNE DI LIMANA;Comune;2430;05
8555;00089460083;COMUNE DI TAGGIA;Comune;2430;07
8619;00089850937;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA DANIELE MORO;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
8692;00090200536;COMUNE DI MASSA MARITTIMA;Comune;2430;09
8724;00090320938;COMUNE DI AVIANO;Comune;2430;06
8781;00090570896;COMUNE DI AVOLA;Comune;2430;19
8841;00090820143;COMUNE DI PIANTEDO;Comune;2430;03
9034;00091750141;COMUNE DI COLORINA;Comune;2430;03
9072;00091910646;COMUNE DI SOLOFRA;Comune;2430;15
9235;00092610146;COMUNE DI FAEDO VALTELLINO;Comune;2430;03
9238;00092620145;COMUNE DI FUSINE;Comune;2430;03
9279;00092880293;COMUNE DI LOREO;Comune;2430;05
9440;00093840577;COMUNE DI CANTALICE;Comune;2430;12
9451;00093910420;AUTORITA' DI SISTEMA PORTUALE DEL MARE ADRIATICO CENTRALE;Ente o autorita' portuale;2752;11
9608;00095030706;COMUNITA' MONTANA DEL MOLISE CENTRALE - IN LIQUIDAZIONE;Comunita' montana o isolana;2440;14
9794;00096420146;COMUNE DI SAN GIACOMO FILIPPO;Comune;2430;03
9803;00096510664;COMUNE DI MONTEREALE;Comune;2430;13
752585;93011840035;PARCO NAZIONALE VAL GRANDE;Ente parco;2751;01
752626;93012170259;UNIONE MONTANA VAL BELLUNA;Unione di comuni;2450;05
754369;93051590722;POLITECNICO DI BARI;Universita' pubblica;2620;16
754912;94000090038;ENTE DI GESTIONE DELLE AREE PROTETTE DEL TICINO E DEL LAGO MAGGIORE;Ente parco;2751;01
755147;94001130163;COMUNE DI CASSIGLIO;Comune;2430;03
756620;94012430719;COMUNE DI MONTELEONE DI PUGLIA;Comune;2430;16
759251;95000410761;COMUNE DI PALAZZO SAN GERVASIO;Comune;2430;17
759482;95001650167;COMUNE DI MONTELLO;Comune;2430;03
759490;95001680834;COMUNE DI TORRENOVA;Comune;2430;19
759620;95002830180;COMUNE DI ZAVATTARELLO;Comune;2430;03
7542805;81000710640;ISTITUTO DI ASSISTENZA FRANCESCO CAPEZZUTO AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;15
11137019;80007270616;COMUNE DI ARIENZO;Comune;2430;15
11137037;80007370762;COMUNE DI TRAMUTOLA;Comune;2430;17
11143887;86501330012;COMUNE DI SAN DIDERO;Comune;2430;01
11144110;90000650946;COMUNE DI LONGANO;Comune;2430;14
11144160;90000930934;COMUNE DI TRAVESIO;Comune;2430;06
11144219;90001310631;COMUNE DI SANTA MARIA LA CARITA';Comune;2430;15
11145096;90005610929;COMUNE DI PISCINAS;Comune;2430;20
11146485;91001540227;COMUNE DI VALFLORIANA;Comune;2430;04
11146563;91001920700;COMUNE DI GUGLIONESI;Comune;2430;14
11139869;81000510040;COMUNE DI MONTEU ROERO;Comune;2430;01
11139876;81000530683;COMUNE DI MANOPPELLO;Comune;2430;13
11139895;81000570937;COMUNE DI ANDREIS;Comune;2430;06
11139902;81000590935;COMUNE DI ARBA;Comune;2430;06
11139915;81000650788;COMUNE DI AMENDOLARA;Comune;2430;18
11139939;81000730911;COMUNE DI VILLANOVA TULO;Comune;2430;20
11139947;81000770305;COMUNE DI VISCO;Comune;2430;06
11139965;81000670539;COMUNE DI MONTIERI;Comune;2430;09
11139971;81000890780;COMUNE DI NOCARA;Comune;2430;18
11139990;81000970913;COMUNE DI TETI;Comune;2430;20
700329;80002250076;CONSORZIO REGIONALE PER LA TUTELA L'INCREMENTO E L'ESERCIZIO DELLA PESCA;Consorzio di diritto pubblico;2740;02
700760;80002750935;ASP UMBERTO I;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;06
700869;80002890715;A.S.P. MARCHESE FILIPPO DE PICCOLELLIS;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;16
701311;80003390194;COMUNE DI SPINADESCO;Comune;2430;03
701900;80004020527;CASA DI RIPOSO DELLA MISERICORDI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
702316;80004470094;OPERE SOCIALI DI NOSTRA SIGNORA DI MISERICORDIA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;07
703883;80006330387;ASP CENTRO SERVIZI ALLA PERSONA DI FERRARA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;08
706441;80009870231;PIO OSPIZIO SAN MICHELE;Istituto pubblico di assistenza e beneficenza;2712;05
727384;85002870013;OSPEDALE DI CAVOUR;Istituto pubblico di assistenza e beneficenza;2712;01
9984;00097750145;COMUNE DI MELLO;Comune;2430;03
9985;00097760144;COMUNE DI TARTANO;Comune;2430;03
9992;00097780142;COMUNE DI DELEBIO;Comune;2430;03
10035;00098000698;COMUNE DI CHIETI;Comune;2430;13
10213;00099030140;COMUNE DI MESE;Comune;2430;03
10557;00100700574;COMUNE DI RIETI;Comune;2430;12
11560;00104240866;COMUNE DI CERAMI;Comune;2430;19
11562;00104250600;COMUNE DI ANAGNI;Comune;2430;12
11580;00104330493;COMUNE DI LIVORNO;Comune;2430;09
11605;00104430145;COMUNE DI VERVIO;Comune;2430;03
11655;00104650148;COMUNE DI TOVO DI SANT'AGATA;Comune;2430;03
11732;00105070148;COMUNE DI LOVERO;Comune;2430;03
11878;00105770143;COMUNE DI DAZIO;Comune;2430;03
11921;00106030836;COMUNE DI PACE DEL MELA;Comune;2430;19
12000;00106510860;COMUNE DI AGIRA;Comune;2430;19
12266;00107990574;COMUNE DI MONTE SAN GIOVANNI IN SABINA;Comune;2430;12
12276;00108030776;COMUNE DI STIGLIANO;Comune;2430;17
12442;00108820572;COMUNE DI RIVODUTRI;Comune;2430;12
7548251;82003170212;COMUNE DI NALLES;Comune;2430;04
7548733;82004570212;FONDAZIONE PITSCH AZIENDA PUBBL.DI SERVIZI ALLA PERSONA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
7549837;82011080213;STIFTUNG ALTENHEIM ST.WALBURG/ULTEN-OEBPB;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
10699479;02958810588;COMUNE DI MAGLIANO ROMANO;Comune;2430;12
10701089;81004250072;UNIONE DEI COMUNI VALDOSTANI MONT ROSE;Unione di comuni;2450;02
10779501;84001520265;UNIONE MONTANA PREALPI TREVIGIANE;Unione di comuni;2450;05
11116184;00097580070;COMUNE DI VILLENEUVE;Comune;2430;02
11116201;00100690072;COMUNE DI BRUSSON;Comune;2430;02
11116203;00100750538;COMUNE DI GAVORRANO;Comune;2430;09
11116208;00101190072;COMUNE DI VALGRISENCHE;Comune;2430;02
11116210;00101410074;COMUNE DI JOVENCAN;Comune;2430;02
11116213;00101870079;COMUNE DI POLLEIN;Comune;2430;02
11116246;00107730079;COMUNE DI SAINT-CHRISTOPHE;Comune;2430;02
11116250;00108300575;COMUNE DI LABRO;Comune;2430;12
11116262;00109440578;COMUNE DI COLLEVECCHIO;Comune;2430;12
11116265;00109550574;COMUNE DI CANTALUPO IN SABINA;Comune;2430;12
11139998;81001030642;COMUNE DI GRECI;Comune;2430;15
11140012;81001090448;COMUNE DI FRANCAVILLA D'ETE;Comune;2430;11
11140018;81001110907;COMUNE DI ARDARA;Comune;2430;20
11140023;81001150937;COMUNE DI TRAMONTI DI SOPRA;Comune;2430;06
11140303;81002450922;COMUNE DI CARLOFORTE;Comune;2430;20
11140384;81002800696;COMUNE DI TREGLIO;Comune;2430;13
11140397;81002890747;COMUNE DI SAN MICHELE SALENTINO;Comune;2430;16
11140409;81002990067;COMUNE DI MALVICINO;Comune;2430;01
11140447;81003250750;COMUNE DI PATU';Comune;2430;16
11140524;81003850021;COMUNE DI BENNA;Comune;2430;01
11140643;81004930939;COMUNE DI SEQUALS;Comune;2430;06
11140660;81005130927;COMUNE DI VILLAPERUCCIO;Comune;2430;20
11140717;81005790027;COMUNE DI VERRONE;Comune;2430;01
11140755;81006190219;COMUNE DI BADIA;Comune;2430;04
11141135;82000830388;COMUNE DI GORO;Comune;2430;08
11141141;82000870715;COMUNE DI ALBERONA;Comune;2430;16
11141174;82001010923;COMUNE DI TURRI;Comune;2430;20
11141179;82001050648;COMUNE DI VILLAMAINA;Comune;2430;15
11141183;82001090024;COMUNE DI CREVACUORE;Comune;2430;01
718996;81005490214;RESIDENZA PER ANZIANI OJOEP FREINADEMETZ AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
720312;82000690485;CENTRO EGIZIANO GIGLIOLI - AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA (A.P.S.P.);Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
720482;82000950640;COMUNE DI MORRA DE SANCTIS;Comune;2430;15
720775;82001480530;AZ. PUB.SERVIZI ALLA PERSONA D.F. ROSSI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;09
2706225;01090170422;CONSORZIO PER LA GESTIONE DI SERVIZI COMUNALI E IN FORMA ABBREVIA TA CO.GE.S.CO.;Consorzio di diritto pubblico;2740;11
6843665;00323360222;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA CESARE BENEDETTI;Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
6983493;00961230216;AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA 'SANTO SPIRITO';Azienda pubblica di servizi alle persone ai sensi del d.lgs n. 207/2001;1630;04
7405406;05080991002;IRCCS LAZZARO SPALLANZANI;Istituto o ente pubblico di ricerca;2711;12
12558;00109350579;COMUNE DI CASTEL SANT'ANGELO;Comune;2430;12
12570;00109390146;COMUNE DI POGGIRIDENTI;Comune;2430;03
12641;00109670141;COMUNE DI SONDALO;Comune;2430;03
12646;00109690149;COMUNE DI BERBENNO DI VALTELLINA;Comune;2430;03
12855;00110480571;COMUNE DI AMATRICE;Comune;2430;12
13139;91035680197;COMUNE DI CREMA;Comune;2430;03
13164;00111600144;COMUNE DI CASPOGGIO;Comune;2430;03
13272;00111990321;COMUNE DI MUGGIA;Comune;2430;06
14894;00118860592;COMUNE DI SAN FELICE CIRCEO;Comune;2430;12
14954;00119310621;COMUNE DI CASALDUNI;Comune;2430;15
25593;00163150618;COMUNE DI SAN FELICE A CANCELLO;Comune;2430;15
30669;00182160796;COMUNE DI SQUILLACE;Comune;2430;18
31184;00183900893;COMUNE DI LENTINI;Comune;2430;19
150179;00796430171;COMUNE DI OSPITALETTO;Comune;2430;03
152837;00807960158;COMUNE DI LEGNANO;Comune;2430;03
156197;00821390176;COMUNE DI COCCAGLIO;Comune;2430;03
11116269;00110300571;COMUNE DI TURANIA;Comune;2430;12
11116277;00111190575;COMUNE DI MONTASOLA;Comune;2430;12
11116290;00113150577;COMUNE DI NESPOLO;Comune;2430;12
11116295;00113520571;COMUNE DI CASTEL DI TORA;Comune;2430;12
11116296;00113650576;COMUNE DI ASCREA;Comune;2430;12
11116307;00115020117;COMUNE DI CASTELNUOVO MAGRA;Comune;2430;07
11116341;00118430644;COMUNE DI SERINO;Comune;2430;15
11116387;00122580624;COMUNE DI FRASSO TELESINO;Comune;2430;15
11116397;00123140576;COMUNE DI CASAPROTA;Comune;2430;12
11116400;00123800641;COMUNE DI OSPEDALETTO D'ALPINOLO;Comune;2430;15
11116407;00124520693;COMUNE DI LAMA DEI PELIGNI;Comune;2430;13
11116416;00125720078;COMUNE DI ARNAD;Comune;2430;02
11116417;00125740076;COMUNE DI CHALLAND-SAINT-ANSELME;Comune;2430;02
11116495;00133870642;COMUNE DI BAGNOLI IRPINO;Comune;2430;15
11116502;00134670918;COMUNE DI OROSEI;Comune;2430;20
11116510;00135250769;COMUNE DI SATRIANO DI LUCANIA;Comune;2430;17
11116528;00137130514;COMUNE DI BIBBIENA;Comune;2430;09
