REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00045;C8159;RALN;IR;0IR000;3;2
R00045;C8159;RALN;OE;0OEESP;2;1
R00090;C7246;RALN;OE;0OEESP;0;1
R00090;C7246;RALN;IR;0IR000;0;3
R00090;C5479;RALN;EQ;0FZEQF;1;0
R00090;C5479;RALN;IR;0IR000;0;1
R00090;C5479;RALN;OE;0OEESP;1;0
R00223;C8072;PRBZ;CA;000729;0;2
R00223;C8072;PRBZ;CC;000721;0;6
R00223;C8072;PRBZ;CD;000719;1;0
R00223;C8072;PRBZ;FP;0D0485;0;1
R00223;C8072;PRBZ;CB;000726;1;0
R00223;C8072;PRBZ;CC;000722;0;2
R00223;C8072;PRBZ;CB;000725;1;1
R00036;C1323;RALN;OE;0OEESP;2;4
R00036;C1323;RALN;OP;0OP000;3;7
R00036;C1323;RALN;IR;0IR000;1;2
R00036;C1323;RALN;EQ;0FZEQF;1;0
R00143;C5702;RALN;DI;0D0165;2;0
R00143;C5702;RALN;RU;0D0I95;1;0
R00143;C5702;RALN;IR;0IR000;26;36
R00143;C5702;RALN;FP;0D0102;1;0
R00143;C5702;RALN;OE;0OEESP;14;13
R00143;C5702;RALN;DI;0D0164;2;0
R00143;C5702;RALN;OP;0OP000;6;0
R00143;C5702;RALN;EQ;0FZEQF;10;27
R00143;C5702;RALN;RP;000096;1;1
R00116;C4487;RALN;OP;0OP000;0;1
R00116;C4487;RALN;FP;0D0103;0;1
R00116;C4487;RALN;RU;0D0I96;1;0
R00116;C4487;RALN;OE;0OEESP;1;0
R00116;C4487;RALN;IR;0IR000;1;1
R00116;C4487;RALN;EQ;0FZEQF;1;3
R00205;C5131;RALN;RU;0D0I95;7;4
R00205;C5131;RALN;DI;0D0165;2;5
R00205;C5131;RALN;DG;0D0097;1;0
R00205;C5131;RALN;IR;0IR000;346;689
R00205;C5131;RALN;DF;0D0095;1;0
R00205;C5131;RALN;OE;0OEESP;124;126
R00205;C5131;RALN;EQ;0FZEQF;123;230
R00205;C5131;RALN;OP;0OP000;16;36
R00205;C5131;RALN;RP;000096;4;2
R00205;C5131;RALN;DI;0D0164;10;9
R00152;C6469;RALN;OE;0OEESP;4;2
R00152;C6469;RALN;EQ;0FZEQF;0;2
R00152;C6469;RALN;FP;0D0103;0;1
R00152;C6469;RALN;IR;0IR000;12;24
R00152;C6469;RALN;OP;0OP000;5;2
R00125;C5783;RALN;RU;0D0I95;1;0
R00125;C5783;RALN;IR;0IR000;0;1
R00125;C5783;RALN;OE;0OEESP;2;1
R00125;C5783;RALN;EQ;0FZEQF;1;0
R00090;C3282;RALN;EQ;0FZEQF;1;1
R00090;C3282;RALN;IR;0IR000;1;1
R00090;C3282;RALN;OE;0OEESP;1;0
R00090;C6319;RALN;IR;0IR000;0;2
R00125;OL13107;EPNE;FU;0FZ000;0;2
R00036;C7119;RALN;IR;0IR000;5;1
R00036;C7119;RALN;OP;0OP000;1;0
R00036;C7119;RALN;OE;0OEESP;3;0
R00054;C6143;RALN;EQ;0FZEQF;2;4
R00054;C6143;RALN;RU;0D0I96;1;0
R00054;C6143;RALN;IR;0IR000;1;7
R00054;C6143;RALN;OE;0OEESP;2;0
R00045;C5600;RALN;IR;0IR000;5;2
R00045;C5600;RALN;FP;0D0102;0;1
R00045;C5600;RALN;OP;0OP000;1;0
R00045;C5600;RALN;OE;0OEESP;5;8
R00045;C5600;RALN;EQ;0FZEQF;5;4
R00125;C8008;RALN;IR;0IR000;0;4
R00125;C8008;RALN;OE;0OEESP;1;0
R00125;C8008;RALN;EQ;0FZEQF;0;2
R00027;C6746;RALN;OP;0OP000;0;2
R00027;C6746;RALN;EQ;0FZEQF;1;0
R00027;C6746;RALN;OE;0OEESP;0;2
R00027;C6746;RALN;IR;0IR000;4;1
R00027;C6402;RALN;IR;0IR000;2;5
R00027;C6402;RALN;EQ;0FZEQF;3;0
R00027;C6402;RALN;OE;0OEESP;2;1
R00072;AB9908;EPNE;D2;0D0080;1;0
R00072;AB9908;EPNE;AT;0AS000;6;13
R00072;AB9908;EPNE;D2;0D0079;4;2
R00072;AB9908;EPNE;FU;0FZ000;20;19
R00045;C6320;RALN;OP;0OP000;2;0
R00045;C6320;RALN;OE;0OEESP;0;1
R00045;C6320;RALN;EQ;0FZEQF;1;0
R00152;C7202;RALN;IR;0IR000;13;39
R00152;C7202;RALN;OP;0OP000;5;2
R00152;C7202;RALN;OE;0OEESP;3;4
R00152;C7202;RALN;FP;0D0102;1;0
R00143;C4998;RALN;EQ;0FZEQF;1;2
R00143;C4998;RALN;OE;0OEESP;1;0
R00143;C4998;RALN;IR;0IR000;0;2
R00036;C5282;RALN;OP;0OP000;2;2
R00036;C5282;RALN;EQ;0FZEQF;1;1
R00090;C12279;RALN;IR;0IR000;5;4
R00090;C12279;RALN;EQ;0FZEQF;3;3
R00090;C12279;RALN;OE;0OEESP;3;1
R00143;C7201;RALN;DI;0D0164;0;1
R00143;C7201;RALN;EQ;0FZEQF;8;10
R00143;C7201;RALN;FP;0D0103;0;1
R00143;C7201;RALN;OE;0OEESP;3;4
R00143;C7201;RALN;IR;0IR000;23;9
R00090;IP10304;RALN;OP;0OP000;0;1
R00090;IP10304;RALN;IR;0IR000;0;2
R00090;IP10304;RALN;DF;0D0095;0;1
R00090;IP10304;RALN;DG;0D0097;1;0
R00090;IP10304;RALN;OE;0OEESP;7;30
R00090;IP10304;RALN;EQ;0FZEQF;2;10
R00036;C6441;RALN;IR;0IR000;3;1
R00036;C6441;RALN;OE;0OEESP;4;4
R00036;C6441;RALN;EQ;0FZEQF;1;0
R00125;UC12453;RALN;IR;0IR000;2;3
R00125;UC12453;RALN;EQ;0FZEQF;0;1
R00054;OL13685;EPNE;FU;0FZ000;0;1
R00205;UC10795;RALN;IR;0IR000;13;5
R00205;UC10795;RALN;OE;0OEESP;2;1
R00205;UC10795;RALN;EQ;0FZEQF;2;0
R00090;C6399;RALN;DI;0D0164;2;1
R00090;C6399;RALN;DI;0D0165;0;1
R00090;C6399;RALN;IR;0IR000;35;59
R00090;C6399;RALN;EQ;0FZEQF;18;24
R00090;C6399;RALN;FP;0D0103;0;1
R00090;C6399;RALN;OE;0OEESP;12;25
R00090;C6399;RALN;OP;0OP000;1;3
R00161;C4508;RALN;OE;0OEESP;6;1
R00161;C4508;RALN;EQ;0FZEQF;2;3
R00161;C4508;RALN;IR;0IR000;0;4
R00090;C3608;RALN;OP;0OP000;2;0
R00090;C3608;RALN;IR;0IR000;6;18
R00090;C3608;RALN;EQ;0FZEQF;2;2
R00090;C3608;RALN;OE;0OEESP;2;3
R00045;OL13773;EPNE;FU;0FZ000;2;0
R00045;OL13773;EPNE;AT;0AS000;1;1
R00214;C3856;PRTN;CB;0BE000;0;1
R00214;C3856;PRTN;CC;056000;0;2
R00214;C3856;PRTN;CA;053000;0;1
R00214;C3856;PRTN;CB;054000;1;0
R00214;C3856;PRTN;CC;0CE000;0;1
R00107;C4955;RALN;FP;0D0103;1;0
R00107;C4955;RALN;EQ;0FZEQF;5;5
R00107;C4955;RALN;OE;0OEESP;3;3
R00107;C4955;RALN;IR;0IR000;1;9
R00205;UC12430;RALN;IR;0IR000;1;1
R00036;C4109;RALN;OP;0OP000;10;5
R00036;C4109;RALN;OE;0OEESP;9;7
R00036;C4109;RALN;IR;0IR000;6;2
R00036;C4109;RALN;EQ;0FZEQF;3;3
R00036;C4109;RALN;FP;0D0103;1;0
R00125;C1915;RALN;OE;0OEESP;1;0
R00125;C1915;RALN;EQ;0FZEQF;0;1
R00125;C1915;RALN;IR;0IR000;1;2
R00090;OL13403;EPNE;AT;0AS000;0;1
R00090;OL13403;EPNE;FU;0FZ000;0;1
R00205;C7151;RALN;OE;0OEESP;3;2
R00205;C7151;RALN;EQ;0FZEQF;5;1
R00205;C7151;RALN;IR;0IR000;3;9
R00189;C5241;RALN;OE;0OEESP;4;4
R00189;C5241;RALN;EQ;0FZEQF;2;6
R00189;C5241;RALN;IR;0IR000;6;7
R00054;C4512;RALN;OE;0OEESP;4;4
R00054;C4512;RALN;IR;0IR000;3;23
R00054;C4512;RALN;EQ;0FZEQF;3;9
R00045;OL13143;EPNE;AT;0AS000;0;2
R00090;C4237;RALN;EQ;0FZEQF;1;1
R00090;C4237;RALN;IR;0IR000;0;1
R00090;C4237;RALN;OE;0OEESP;1;0
R00116;C3928;RALN;OE;0OEESP;2;0
R00116;C3928;RALN;IR;0IR000;1;0
R00205;C2152;RALN;EQ;0FZEQF;2;0
R00205;C2152;RALN;IR;0IR000;1;3
R00205;C2152;RALN;OE;0OEESP;2;0
R00090;C5581;RALN;EQ;0FZEQF;0;3
R00090;C5581;RALN;IR;0IR000;2;0
R00090;OL13420;EPNE;AT;0AS000;1;2
R00090;OL13420;EPNE;FU;0FZ000;0;1
R00205;C3321;RALN;IR;0IR000;2;3
R00205;C3321;RALN;EQ;0FZEQF;2;3
R00205;C3321;RALN;OE;0OEESP;2;1
R00018;C4947;RALN;OE;0OEESP;3;1
R00018;C4947;RALN;EQ;0FZEQF;1;0
R00090;C1911;RALN;IR;0IR000;0;1
R00090;C1911;RALN;EQ;0FZEQF;2;0
R00090;C1911;RALN;OE;0OEESP;1;1
R00189;OR13401;EPNE;FU;0FZ000;0;1
R00090;C5579;RALN;OP;0OP000;0;2
R00090;C5579;RALN;EQ;0FZEQF;4;1
R00090;C5579;RALN;IR;0IR000;5;9
R00090;C5579;RALN;OE;0OEESP;3;7
R00214;C12496;PRTN;CD;057000;1;2
R00214;C12496;PRTN;FP;0D034C;0;1
R00214;C12496;PRTN;CB;0BE000;4;2
R00214;C12496;PRTN;CC;0CE000;1;1
R00214;C12496;PRTN;CA;053000;1;4
R00214;C12496;PRTN;CC;056000;9;10
R00081;C7026;RALN;EQ;0FZEQF;3;2
R00081;C7026;RALN;OE;0OEESP;7;4
R00081;C7026;RALN;FP;0D0103;1;0
R00081;C7026;RALN;IR;0IR000;5;8
R00090;C5585;RALN;IR;0IR000;0;4
R00090;C5585;RALN;EQ;0FZEQF;1;0
R00090;C5585;RALN;DF;0D0095;0;1
R00090;C5585;RALN;FP;0D0485;0;1
R00090;UC11819;RALN;EQ;0FZEQF;1;1
R00090;UC11819;RALN;IR;0IR000;8;4
R00090;C4244;RALN;EQ;0FZEQF;0;2
R00090;C4244;RALN;OE;0OEESP;1;0
R00054;C6681;RALN;OE;0OEESP;2;1
R00054;C6681;RALN;IR;0IR000;2;2
R00054;C6681;RALN;EQ;0FZEQF;1;1
R00090;C335;RALN;IR;0IR000;11;45
R00090;C335;RALN;FP;0D0102;0;1
R00090;C335;RALN;EQ;0FZEQF;7;10
R00090;C335;RALN;RU;0D0I96;0;1
R00090;C335;RALN;OP;0OP000;1;0
R00090;C335;RALN;OE;0OEESP;5;7
R00214;C5288;PRTN;CA;053000;1;0
R00214;C5288;PRTN;FP;0D033C;1;0
R00214;C5288;PRTN;CB;0BE000;2;1
R00214;C5288;PRTN;CC;0CE000;5;2
R00214;C5288;PRTN;CB;054000;2;0
R00214;C5288;PRTN;CC;056000;0;3
R00090;C5417;RALN;IR;0IR000;3;3
R00090;C5417;RALN;OE;0OEESP;1;1
R00090;C5417;RALN;RU;0D0I96;0;1
R00090;C5417;RALN;EQ;0FZEQF;2;1
R00090;C5417;RALN;FP;0D0485;1;0
R00125;C1568;RALN;IR;0IR000;4;7
R00125;C1568;RALN;OE;0OEESP;2;3
R00125;C1568;RALN;EQ;0FZEQF;2;4
R00125;C1568;RALN;OP;0OP000;1;0
R00125;C1568;RALN;FP;0D0103;0;1
R00090;C5814;RALN;IR;0IR000;1;1
R00090;C5814;RALN;OE;0OEESP;1;0
R00090;C5814;RALN;EQ;0FZEQF;1;0
R00045;CS14143;RALN;IR;0IR000;0;2
R00045;CS14143;RALN;EQ;0FZEQF;1;7
R00045;CS14143;RALN;DI;0D0165;1;0
R00045;C5445;RALN;FP;0D0485;1;0
R00045;C5445;RALN;IR;0IR000;3;1
R00045;C5445;RALN;OP;0OP000;1;0
R00045;C5445;RALN;EQ;0FZEQF;1;0
R00045;C4499;RALN;IR;0IR000;5;1
R00045;C4499;RALN;OE;0OEESP;7;2
R00125;C7032;RALN;IR;0IR000;1;1
R00125;C7032;RALN;DF;0D0095;1;0
R00125;C7032;RALN;OE;0OEESP;1;0
R00054;IA14466;AFAM;AR;011124;1;1
R00054;IA14466;AFAM;PA;012117;0;2
R00054;IA14466;AFAM;PR;018P01;5;1
R00054;IA14466;AFAM;AR;013CDE;0;1
R00054;IA14466;AFAM;PA;011121;0;2
R00054;IA14466;AFAM;EA;013EP2;0;1
R00054;IA14466;AFAM;PD;018PD1;4;1
R00054;IA14466;AFAM;AR;012118;0;2
R00205;OL14547;EPNE;AT;0AS000;0;1
R00090;C3291;RALN;EQ;0FZEQF;3;12
R00090;C3291;RALN;DI;0D0164;2;0
R00090;C3291;RALN;IR;0IR000;9;17
R00090;C3291;RALN;FP;0D0102;0;1
R00090;C3291;RALN;OE;0OEESP;6;5
R00205;C2356;RALN;OP;0OP000;1;0
R00205;C2356;RALN;OE;0OEESP;1;1
R00205;C2356;RALN;IR;0IR000;0;4
R00205;C2356;RALN;EQ;0FZEQF;1;2
R00125;CS10804;RALN;IR;0IR000;0;1
R00125;CS10804;RALN;EQ;0FZEQF;0;4
R00161;OL14652;EPNE;AT;0AS000;0;2
R00072;C1495;RALN;IR;0IR000;1;2
R00072;C1495;RALN;OE;0OEESP;0;2
R00090;C7068;RALN;FP;0D0102;1;0
R00090;C7068;RALN;DI;0D0164;3;3
R00090;C7068;RALN;OE;0OEESP;32;27
R00090;C7068;RALN;DI;0D0165;1;1
R00090;C7068;RALN;PC;000061;0;2
R00090;C7068;RALN;EQ;0FZEQF;53;72
R00090;C7068;RALN;RP;000096;2;2
R00090;C7068;RALN;IR;0IR000;86;183
R00161;C2960;RALN;EQ;0FZEQF;1;1
R00161;C2960;RALN;RU;0D0I95;1;1
R00161;C2960;RALN;IR;0IR000;4;7
R00161;C2960;RALN;OP;0OP000;1;0
R00161;C2960;RALN;FP;0D0103;1;0
R00161;C2960;RALN;OE;0OEESP;1;0
R00054;C6016;RALN;IR;0IR000;0;5
R00054;C6016;RALN;EQ;0FZEQF;3;3
R00054;C6016;RALN;OE;0OEESP;5;1
R00054;C6016;RALN;FP;0D0103;0;1
R00116;C1923;RALN;OE;0OEESP;1;0
R00036;OL14202;EPNE;AT;0AS000;0;1
R00036;C6551;RALN;IR;0IR000;3;0
R00036;C6551;RALN;FP;0D0102;1;0
R00036;C6551;RALN;EQ;0FZEQF;1;1
R00036;C6551;RALN;OE;0OEESP;2;3
R00036;C6551;RALN;OP;0OP000;2;1
R00125;C6689;RALN;OE;0OEESP;0;1
R00125;C6689;RALN;EQ;0FZEQF;0;1
R00125;C6689;RALN;IR;0IR000;2;0
R00125;CS9920;RALN;IR;0IR000;4;6
R00125;CS9920;RALN;EQ;0FZEQF;1;5
R00125;CS9920;RALN;OE;0OEESP;0;3
R00125;CS9920;RALN;DI;0D0165;0;1
R00090;C3879;RALN;IR;0IR000;11;16
R00090;C3879;RALN;EQ;0FZEQF;3;7
R00090;C3879;RALN;OE;0OEESP;2;3
R00090;C3879;RALN;OP;0OP000;1;0
R00125;C2188;RALN;OE;0OEESP;2;1
R00125;C2188;RALN;EQ;0FZEQF;1;0
R00072;UC10268;RALN;IR;0IR000;0;2
R00090;C1081;RALN;OE;0OEESP;5;2
R00090;C1081;RALN;IR;0IR000;8;17
R00090;C1081;RALN;EQ;0FZEQF;3;3
R00090;C1081;RALN;FP;0D0103;0;1
R00161;C1538;RALN;RP;000096;0;2
R00161;C1538;RALN;OE;0OEESP;4;2
R00161;C1538;RALN;IR;0IR000;2;5
R00161;C1538;RALN;EQ;0FZEQF;1;3
R00018;C5356;RALN;OE;0OEESP;2;0
R00054;C1708;RALN;RP;000096;0;1
R00054;C1708;RALN;IR;0IR000;2;5
R00054;C1708;RALN;RU;0D0I96;0;1
R00054;C1708;RALN;EQ;0FZEQF;0;1
R00054;C1708;RALN;OE;0OEESP;4;1
R00054;C4546;RALN;IR;0IR000;0;2
R00054;C4546;RALN;EQ;0FZEQF;3;0
R00054;C4546;RALN;OE;0OEESP;2;0
R00054;C8070;RALN;EQ;0FZEQF;0;3
R00054;C8070;RALN;OE;0OEESP;5;2
R00054;C8070;RALN;IR;0IR000;3;2
R00125;C3093;RALN;OE;0OEESP;1;0
R00125;C3093;RALN;EQ;0FZEQF;0;1
R00090;UC9702;RALN;IR;0IR000;5;2
R00090;C10166;RALN;IR;0IR000;1;3
R00090;C10166;RALN;EQ;0FZEQF;0;2
R00090;C10166;RALN;OE;0OEESP;2;0
R00125;C7753;RALN;IR;0IR000;1;3
R00125;C7753;RALN;OE;0OEESP;2;0
R00125;C7753;RALN;EQ;0FZEQF;1;1
R00152;C2005;RALN;IR;0IR000;6;3
R00152;C2005;RALN;OE;0OEESP;6;1
R00152;C2005;RALN;OP;0OP000;9;0
R00152;C2005;RALN;EQ;0FZEQF;1;0
R00152;C2005;RALN;FP;0D0103;1;0
R00054;C7993;RALN;EQ;0FZEQF;3;9
R00054;C7993;RALN;OE;0OEESP;2;3
R00054;C7993;RALN;IR;0IR000;4;10
R00090;CS10552;RALN;IR;0IR000;4;5
R00090;CS10552;RALN;EQ;0FZEQF;0;3
R00090;CS10552;RALN;OE;0OEESP;1;0
R00125;C1322;RALN;IR;0IR000;0;1
R00125;C1322;RALN;EQ;0FZEQF;2;0
R00125;C1322;RALN;OE;0OEESP;1;0
R00125;C5750;RALN;OE;0OEESP;2;0
R00125;C5750;RALN;EQ;0FZEQF;0;2
R00090;C3614;RALN;IR;0IR000;0;1
R00072;OL13537;EPNE;AT;0AS000;0;4
R00072;OL13537;EPNE;FU;0FZ000;0;2
R00072;OL13537;EPNE;EP;0EP981;0;1
R00072;IR14006;ERIC;TC;0D0090;2;0
R00072;IR14006;ERIC;TC;0D0094;19;20
R00072;IR14006;ERIC;4L;012091;0;1
R00072;IR14006;ERIC;D2;0D0079;2;0
R00072;IR14006;ERIC;6L;014087;0;4
R00072;IR14006;ERIC;7L;016087;2;3
R00072;IR14006;ERIC;4L;012088;2;2
R00072;IR14006;ERIC;5L;013088;2;2
R00072;IR14006;ERIC;TC;0D0398;7;6
R00072;IR14006;ERIC;6L;014088;3;3
R00072;IR14006;ERIC;7L;016092;1;0
R00072;C574;RALN;FP;0D0103;0;1
R00072;C574;RALN;IR;0IR000;4;9
R00072;C574;RALN;EQ;0FZEQF;0;2
R00072;C574;RALN;PC;000061;1;0
R00072;C574;RALN;OE;0OEESP;20;13
R00072;C574;RALN;OP;0OP000;2;3
R00081;C7070;RALN;OP;0OP000;4;2
R00081;C7070;RALN;OE;0OEESP;22;3
R00081;C7070;RALN;DI;0D0164;0;3
R00081;C7070;RALN;EQ;0FZEQF;12;32
R00081;C7070;RALN;IR;0IR000;31;31
R00081;C7070;RALN;DI;0D0165;0;1
R00081;C7070;RALN;FP;0D0102;1;0
R00152;CM9084;RALN;IR;0IR000;58;31
R00152;CM9084;RALN;DI;0D0165;4;0
R00152;CM9084;RALN;RP;000096;2;0
R00152;CM9084;RALN;FP;0D0102;1;0
R00152;CM9084;RALN;DG;0D0097;1;0
R00152;CM9084;RALN;EQ;0FZEQF;52;31
R00152;CM9084;RALN;OE;0OEESP;188;158
R00152;CM9084;RALN;DI;0D0164;3;3
R00045;C6557;RALN;OP;0OP000;0;2
R00045;C6557;RALN;EQ;0FZEQF;1;0
R00045;C6557;RALN;RU;0D0I95;1;0
R00045;C6557;RALN;IR;0IR000;2;0
R00027;C1943;RALN;FP;0D0103;0;1
R00027;C1943;RALN;IR;0IR000;3;1
R00027;C1943;RALN;EQ;0FZEQF;1;1
R00045;C1766;RALN;FP;0D0103;0;1
R00045;C1766;RALN;IR;0IR000;0;1
R00045;C1766;RALN;OE;0OEESP;1;0
R00054;C3134;RALN;IR;0IR000;2;10
R00054;C3134;RALN;EQ;0FZEQF;2;4
R00054;C3134;RALN;OE;0OEESP;4;4
R00161;C2316;RALN;EQ;0FZEQF;1;2
R00161;C2316;RALN;OE;0OEESP;6;0
R00161;C2316;RALN;IR;0IR000;2;3
R00161;C2316;RALN;RU;0D0I95;0;1
R00161;C2316;RALN;OP;0OP000;1;0
R00161;C2316;RALN;FP;0D0485;1;0
R00125;C533;RALN;EQ;0FZEQF;0;1
R00054;C1647;RALN;DI;0D0164;2;0
R00054;C1647;RALN;RU;0D0I95;2;2
R00054;C1647;RALN;EQ;0FZEQF;31;40
R00054;C1647;RALN;DI;0D0165;2;0
R00054;C1647;RALN;RP;000096;3;0
R00054;C1647;RALN;IR;0IR000;30;47
R00054;C1647;RALN;OP;0OP000;0;1
R00054;C1647;RALN;FP;0D0102;0;1
R00054;C1647;RALN;OE;0OEESP;30;19
R00090;C7310;RALN;IR;0IR000;2;5
R00090;C7310;RALN;EQ;0FZEQF;1;4
R00090;C7310;RALN;OE;0OEESP;0;2
R00134;C6583;RALN;IR;0IR000;4;7
R00134;C6583;RALN;FP;0D0102;1;0
R00134;C6583;RALN;EQ;0FZEQF;0;2
R00134;C6583;RALN;OE;0OEESP;2;0
R00143;C5252;RALN;OE;0OEESP;1;0
R00143;C5252;RALN;EQ;0FZEQF;2;4
R00143;C5252;RALN;IR;0IR000;3;4
R00125;C364;RALN;OE;0OEESP;1;0
R00125;C364;RALN;EQ;0FZEQF;0;2
R00125;C6181;RALN;IR;0IR000;1;1
R00125;C6181;RALN;OE;0OEESP;1;2
R00125;C6181;RALN;EQ;0FZEQF;1;1
R00072;IA14393;AFAM;PA;011121;1;4
R00072;IA14393;AFAM;PD;018PD1;9;2
R00072;IA14393;AFAM;EP;013159;0;1
R00072;IA14393;AFAM;EP;013504;0;1
R00072;IA14393;AFAM;PR;018P01;7;1
R00072;IA14393;AFAM;PA;012117;2;5
R00072;IA14393;AFAM;AR;011124;0;1
R00116;P9065;RALN;FP;0D0102;0;1
R00116;P9065;RALN;IR;0IR000;17;1
R00116;P9065;RALN;OP;0OP000;0;1
R00116;P9065;RALN;EQ;0FZEQF;5;7
R00116;P9065;RALN;OE;0OEESP;10;9
R00116;P9065;RALN;DI;0D0165;1;0
R00090;C7160;RALN;OE;0OEESP;1;0
R00090;C7160;RALN;FP;0D0103;1;0
R00090;C7160;RALN;IR;0IR000;1;2
R00018;C2470;RALN;OP;0OP000;1;0
R00223;C2938;PRBZ;CC;000721;1;7
R00223;C2938;PRBZ;FP;0D0485;1;0
R00223;C2938;PRBZ;CB;000725;2;3
R00223;C2938;PRBZ;CB;000723;0;1
R00223;C2938;PRBZ;CC;000722;0;2
R00198;C5944;REVA;CB;034000;2;0
R00198;C5944;REVA;CD;047000;0;1
R00198;C5944;REVA;CC;042000;2;1
R00125;C1031;RALN;OE;0OEESP;1;1
R00125;C1031;RALN;EQ;0FZEQF;0;1
R00125;C1031;RALN;IR;0IR000;2;3
R00090;C7961;RALN;IR;0IR000;13;30
R00090;C7961;RALN;RU;0D0I95;0;1
R00090;C7961;RALN;EQ;0FZEQF;6;11
R00090;C7961;RALN;OE;0OEESP;8;5
R00125;C7074;RALN;OE;0OEESP;1;0
R00198;C3385;REVA;CB;034000;2;0
R00198;C3385;REVA;CD;047000;0;1
R00198;C3385;REVA;CC;040000;1;1
R00198;C3385;REVA;CC;042000;2;3
R00198;C3385;REVA;FP;0D0103;0;1
R00143;C8089;RALN;OE;0OEESP;0;1
R00143;C8089;RALN;EQ;0FZEQF;1;3
R00143;C8089;RALN;IR;0IR000;5;4
R00143;C8089;RALN;OP;0OP000;2;2
R00054;C6764;RALN;OE;0OEESP;5;0
R00054;C6764;RALN;IR;0IR000;2;7
R00054;C6764;RALN;EQ;0FZEQF;1;5
R00205;C4448;RALN;OE;0OEESP;14;2
R00205;C4448;RALN;IR;0IR000;16;31
R00205;C4448;RALN;RP;000096;0;1
R00205;C4448;RALN;FP;0D0102;1;0
R00205;C4448;RALN;OP;0OP000;0;1
R00205;C4448;RALN;EQ;0FZEQF;7;12
R00205;C4448;RALN;DI;0D0164;2;1
R00205;C4448;RALN;DI;0D0165;1;0
R00018;C1653;RALN;EQ;0FZEQF;0;1
R00018;C1653;RALN;OP;0OP000;1;0
R00161;UC11811;RALN;DI;0D0164;1;0
R00161;UC11811;RALN;IR;0IR000;12;30
R00161;UC11811;RALN;OE;0OEESP;0;1
R00161;UC11811;RALN;DI;0D0165;0;1
R00161;UC11811;RALN;EQ;0FZEQF;18;11
R00045;C8283;RALN;FP;0D0103;0;1
R00045;C8283;RALN;IR;0IR000;19;7
R00045;C8283;RALN;EQ;0FZEQF;4;6
R00045;C8283;RALN;OE;0OEESP;9;0
R00045;C8283;RALN;OP;0OP000;1;0
R00090;C5927;RALN;IR;0IR000;11;22
R00090;C5927;RALN;FP;0D0103;1;0
R00090;C5927;RALN;OP;0OP000;1;0
R00090;C5927;RALN;OE;0OEESP;4;7
R00090;C5927;RALN;EQ;0FZEQF;6;9
R00054;C6280;RALN;OE;0OEESP;3;2
R00054;C6280;RALN;IR;0IR000;1;12
R00054;C6280;RALN;EQ;0FZEQF;3;4
R00152;C6411;RALN;IR;0IR000;8;20
R00152;C6411;RALN;OP;0OP000;1;4
R00152;C6411;RALN;OE;0OEESP;3;4
R00152;C6411;RALN;EQ;0FZEQF;3;2
R00205;D8408;EN60;DI;0D00NF;2;1
R00205;D8408;EN60;LI;0000ND;27;20
R00090;C2396;RALN;EQ;0FZEQF;1;5
R00090;C2396;RALN;OE;0OEESP;1;0
R00090;C2396;RALN;IR;0IR000;0;3
R00205;C4919;RALN;IR;0IR000;6;13
R00205;C4919;RALN;EQ;0FZEQF;3;5
R00205;C4919;RALN;OE;0OEESP;5;4
R00072;C4111;RALN;DI;0D0164;3;0
R00072;C4111;RALN;OE;0OEESP;7;5
R00072;C4111;RALN;EQ;0FZEQF;15;30
R00072;C4111;RALN;DI;0D0165;1;0
R00072;C4111;RALN;FP;0D0102;0;1
R00072;C4111;RALN;IR;0IR000;41;48
R00090;C341;RALN;FP;0D0103;1;0
R00090;C341;RALN;EQ;0FZEQF;1;2
R00090;C341;RALN;IR;0IR000;1;2
R00090;C341;RALN;OE;0OEESP;1;1
R00090;C3271;RALN;OE;0OEESP;1;0
R00090;C3271;RALN;RP;000096;0;1
R00081;C744;RALN;EQ;0FZEQF;0;2
R00081;C744;RALN;IR;0IR000;2;2
R00081;C744;RALN;OE;0OEESP;2;1
R00072;C2999;RALN;FP;0D0485;0;1
R00072;C2999;RALN;IR;0IR000;3;3
R00072;C2999;RALN;OE;0OEESP;12;2
R00072;C2999;RALN;EQ;0FZEQF;1;1
R00063;C3956;REFR;CD;050000;1;0
R00063;C3956;REFR;CB;0B9000;1;1
R00063;C3956;REFR;CB;034000;1;0
R00063;C3956;REFR;CB;0B8000;1;0
R00063;C3956;REFR;CD;048000;1;0
R00063;C3956;REFR;CB;038000;0;1
R00134;C1730;RALN;OP;0OP000;0;1
R00134;C1730;RALN;EQ;0FZEQF;1;0
R00134;C1730;RALN;OE;0OEESP;0;1
R00134;C1730;RALN;IR;0IR000;1;3
R00161;IP12332;RALN;DI;0D0165;1;0
R00161;IP12332;RALN;EQ;0FZEQF;1;1
R00161;IP12332;RALN;IR;0IR000;1;1
R00161;C5625;RALN;RU;0D0I96;1;0
R00161;C5625;RALN;IR;0IR000;9;24
R00161;C5625;RALN;FP;0D0103;0;1
R00161;C5625;RALN;OE;0OEESP;8;12
R00161;C5625;RALN;EQ;0FZEQF;6;11
R00054;C7235;RALN;IR;0IR000;4;17
R00054;C7235;RALN;OE;0OEESP;5;5
R00054;C7235;RALN;EQ;0FZEQF;3;9
R00054;C7235;RALN;FP;0D0102;0;1
